Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
MNPR3,"6,01","1,03","-0,13","0,118","0,00%","0,14","-0,12","0,71","-0,09","0,71","0,64","16,68%","11,44%","0,3","20,83%","-12,96%","16.063,30","-319.878.000,00",0,"16,69%"
BNBR4,"27,01","1,17","0,27",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","23,20%",0,"8.589.190.000,00",0,"19,64%"
TSPP4,"9,05","1,24","0,37","0,188","0,00%","0,162","-4,02","0,85","-0,65","1,3","1,3","22,01%","15,20%","0,89","23,92%","29,88%",0,"9.816.290.000,00","0,35","13,06%"
EBEN4,"17,51","1,27","0,75","0,116","0,00%","0,106","2,15","0,67","-0,2",3,"2,6","17,33%","9,09%","1,18","19,64%","58,82%",0,"914.931.000,00","3,34","10,36%"
SUZB6,"17,88","1,33","0,87","0,519","0,00%","0,189","1,04","1,27","-0,38","4,31","3,12","40,77%","38,89%","2,81","18,14%","65,24%",0,"27.951.700.000,00","2,72","35,51%"
VALE5,"33,36","1,49","0,89","0,682","0,00%","0,366","31,78","1,4","-0,92","1,73","1,52","48,72%","45,93%","1,07","29,83%","59,45%",0,"179.538.000.000,00","0,37","21,63%"
SUZB5,"21,13","1,58","1,03","0,613","0,00%","0,224","1,23","1,5","-0,45","4,54","3,28","40,77%","38,89%","2,81","18,14%","65,24%",0,"27.951.700.000,00","2,72","35,51%"
PETR4,"22,05","1,63","0,77","0,466","75,91%","0,304","12,23","1,01","-0,69","1,91","1,51","46,23%","28,73%","1,17","32,30%","47,38%","3.182.440.000,00","372.498.000.000,00","0,79","15,36%"
BRAP3,"25,52","1,69","1,28",0,"11,05%","1,265","12,58","-461,47","12,6","-422,7","-422,7","0,00%","0,00%","9,56","-0,31%","75,82%","3.773.370,00","7.833.580.000,00",0,"0,00%"
CPFG4,"12,26","1,72","0,56","0,482","0,00%","0,143","5,37","0,97","-0,39","1,65","1,25","49,50%","42,62%","1,17","16,73%","32,42%",0,"3.995.850.000,00","0,83","11,02%"
TSPP3,"12,6","1,72","0,51","0,262","0,00%","0,225","-5,59","1,19","-0,91","1,63","1,63","22,01%","15,20%","0,89","23,92%","29,88%",0,"9.816.290.000,00","0,35","13,06%"
ESCE3,172,"1,72","0,78","0,193","0,00%","0,167","-5,38","0,91","-0,32","2,87","2,51","21,19%","11,22%","0,89","21,51%","45,21%",0,"1.298.320.000,00",2,"12,78%"
MGEL3,25,"1,75","-0,76","0,142","0,00%","0,221","0,57","1,21","-0,34","6,79","5,84","11,75%","8,14%","2,54","22,35%","-43,65%",0,"-189.125.000,00","-3,99","22,30%"
CPFG3,"12,65","1,78","0,58","0,497","0,00%","0,147","5,54",1,"-0,4","1,68","1,27","49,50%","42,62%","1,17","16,73%","32,42%",0,"3.995.850.000,00","0,83","11,02%"
EUCA4,"7,09","1,8","0,32","0,254","3,99%","0,178","1,11","1,49","-2,69","2,6","1,93","17,13%","11,77%","1,75","13,36%","17,72%","288.533,00","2.062.360.000,00","0,3","20,87%"
USIM3,"7,23","1,81","0,37","0,276","7,91%","0,221","0,57","1,59","1,31","1,76","1,52","17,35%","16,49%","4,16","17,35%","20,61%","3.593.050,00","24.292.200.000,00","0,25","29,19%"
PTBL4,"2,59","1,84","0,8","0,165","0,00%","0,161","3,14","0,96","-0,47","2,49","2,04","17,17%","8,99%","1,13","22,50%","43,61%",0,"456.086.000,00","1,57","22,34%"
USIM5,"7,35","1,84","0,38","0,28","8,56%","0,225","0,58","1,62","1,34","1,78","1,54","17,35%","16,49%","4,16","17,35%","20,61%","155.074.000,00","24.292.200.000,00","0,25","29,19%"
PETR3,"24,98","1,85","0,87","0,528","67,01%","0,344","13,85","1,14","-0,79","2,04","1,62","46,23%","28,73%","1,17","32,30%","47,38%","795.404.000,00","372.498.000.000,00","0,79","15,36%"
PLIM4,"0,59","1,89","0,03","0,02","0,00%","0,016","-0,51","0,17","-0,05","1,5","0,65","11,93%","1,55%","0,8","10,95%","1,72%",0,"6.812.390.000,00","0,28","66,63%"
BRAP4,"29,09","1,93","1,46",0,"10,66%","1,442","14,34","-526,02","14,36","-487,26","-487,26","0,00%","0,00%","9,56","-0,31%","75,82%","141.102.000,00","7.833.580.000,00",0,"0,00%"
JBSS3,"20,42","2,31","1,02","0,119","9,85%","0,22","1,72","1,46","-0,6","3,95","3,01","8,20%","5,41%","1,46","19,75%","44,22%","202.483.000,00","44.282.100.000,00","2,14","22,74%"
BAZA3,"47,86","2,35","0,55",0,"7,56%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","23,36%","332.699,00","4.881.810.000,00",0,"23,58%"
BDLL4,"8,2","2,38","-0,07","0,522","0,00%","0,02","-0,18","-0,42","-0,03","-7,47","-8,42","-125,12%","21,92%","0,84","-5,04%","-3,04%","2.473,65","-181.341.000,00","-1,23","-33,60%"
ELPL4,"15,98","2,41","1,68","0,162","0,00%","0,103","16,74","1,15","-0,15","3,42","2,66","14,10%","6,75%","1,02","10,24%","69,64%",0,"1.882.170.000,00","4,07","9,40%"
MWET3,"29,98","2,41","-2,75","0,22","0,00%","0,233","35,42","6,85","-0,37","14,54","9,99","3,21%","9,13%","1,01","3,81%","-114,11%","69,72","-22.427.000,00","-3,09","15,73%"
RNEW4,"1,85","2,41","2,81","2,617","0,00%","0,225","-4,02","-6,85","-0,28","-20,41","-28,77","-38,22%","108,40%","0,69","-3,53%","116,42%","157.677,00","160.679.000,00","6,06","-32,85%"
EPAR3,"9,81","2,42","1,56","0,129","0,00%","0,543","1,84","2,01","4,68","2,42","2,14","6,42%","5,32%","1,63","40,16%","64,56%","12.681,50","93.395.000,00","0,71","43,33%"
CTPC4,"6,5","2,48","0,03",0,"0,00%","0,003",0,"-0,55",0,"-2,44","-2,44","0,00%","0,00%",0,"0,00%","1,41%",0,"2.411.000,00",0,"-6,10%"
RNEW11,"5,74","2,5","2,91","2,707","0,00%","0,232","-4,16","-7,08","-0,29","-20,64","-29,1","-38,22%","108,40%","0,69","-3,53%","116,42%","58.378,20","160.679.000,00","6,06","-32,85%"
HBRE3,"4,35","2,5","0,24","3,382","0,00%","0,111","2,77","1,29","-0,37","3,45","3,45","262,28%","157,95%","1,6","9,47%","9,53%","177.962,00","1.885.330.000,00","0,58","66,26%"
RNEW3,"1,93","2,52","2,93","2,731","0,00%","0,234","-4,2","-7,14","-0,3","-20,7","-29,18","-38,22%","108,40%","0,69","-3,53%","116,42%","62.114,30","160.679.000,00","6,06","-32,85%"
TASA3,"12,35","2,58","1,44","0,565","12,36%","0,667","2,81","1,85","4,97","2,13","2,06","30,59%","21,93%","1,55","45,59%","55,91%","619.889,00","1.083.620.000,00","0,54","40,93%"
GOAU3,"11,76","2,59","0,73","0,141","11,18%","0,151","0,57","0,65","1,6","0,85","0,74","21,86%","16,73%","2,28","30,26%","28,16%","2.192.160,00","16.695.000.000,00","0,77","20,11%"
PCAR3,"16,36","2,59","0,33","0,097","2,16%","0,102","5,01","1,38","-0,32","2,63","1,66","7,03%","4,17%","1,07","9,74%","12,60%","56.932.900,00","13.539.000.000,00","0,58","-7,90%"
FHER3,"17,01","2,61","2,07","0,158","0,00%","0,299","1,09","2,26","-3,04","2,73","2,54","7,01%","6,08%","1,57","19,40%","79,53%","3.447.970,00","442.020.000,00","0,5","15,69%"
EUCA3,"10,32","2,62","0,46","0,37","2,49%","0,259","1,62","2,16","-3,91","3,28","2,43","17,13%","11,77%","1,75","13,36%","17,72%","20.207,10","2.062.360.000,00","0,3","20,87%"
TASA4,"12,86","2,68","1,5","0,588","11,87%","0,694","2,93","1,92","5,18","2,21","2,13","30,59%","21,93%","1,55","45,59%","55,91%","12.456.800,00","1.083.620.000,00","0,54","40,93%"
MTBR3,"0,99","2,75","0,61","0,136","0,00%","0,184","2,88","1,93","-103,97","1,31","1,08","7,06%","4,97%","1,1","21,38%","22,16%",0,"2.443.420.000,00","0,33","14,47%"
CLSC5,"39,01","2,86","0,51","0,146","0,00%","0,125","-7,63","2,24","-0,27","3,93","2,78","6,51%","5,10%","0,95","6,96%","17,91%",0,"2.933.340.000,00","0,87","9,53%"
MOVI3,"6,52","2,9","0,85","0,274","21,81%","0,089","0,37","0,87","-0,18","5,22","3,9","31,52%","9,45%","2,62","16,04%","29,36%","42.393.800,00","2.777.080.000,00","7,07","32,78%"
GOAU4,"13,21","2,91","0,82","0,159","9,95%","0,17","0,64","0,73","1,79","0,93","0,81","21,86%","16,73%","2,28","30,26%","28,16%","126.902.000,00","16.695.000.000,00","0,77","20,11%"
MTBR4,"1,05","2,91","0,65","0,144","0,00%","0,195","3,05","2,04","-110,28","1,43","1,18","7,06%","4,97%","1,1","21,38%","22,16%",0,"2.443.420.000,00","0,33","14,47%"
GGBR3,"24,4","2,97","0,83","0,475","15,29%","0,512","1,95","2,17","5,7","2,4","2,09","21,87%","16,07%","2,25","30,31%","27,99%","1.685.750,00","49.188.200.000,00","0,26","20,11%"
MARI3,"2,93","3,04","0,76","0,346","0,00%","0,384","0,95","4,99","1,65","4,89","4,89","6,94%","11,37%","2,23","10,67%","25,13%",0,"706.711.000,00","0,32","11,89%"
BNBR3,72,"3,12","0,72",0,"6,23%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","23,20%","6.890,33","8.589.190.000,00",0,"19,64%"
DMFN3,"13,05","3,24","0,86",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","26,38%","1.466,28","13.938.000,00",0,"-17,60%"
ETER3,"9,42","3,29","0,88","0,5","11,39%","0,49","1,35","2,88","3,19","2,94","2,69","17,35%","15,20%","2,55","19,15%","26,81%","10.250.500,00","659.782.000,00","0,13","24,72%"
BDLL3,"11,36","3,3","-0,1","0,724","0,00%","0,027","-0,26","-0,58","-0,04","-7,63","-8,6","-125,12%","21,92%","0,84","-5,04%","-3,04%","1.595,47","-181.341.000,00","-1,23","-33,60%"
BBAS3,"32,6","3,4","0,63",0,"12,78%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","18,70%","841.327.000,00","147.129.000.000,00",0,"16,06%"
EALT4,"6,52","3,4","0,72","0,302","19,27%","0,28","-11,59","2,72","-1,24","4,92","3,8","11,08%","8,88%","0,94","11,37%","21,11%","184.723,00","204.685.000,00","0,63","17,65%"
ETER4,"9,85","3,44","0,92","0,523","0,00%","0,513","1,41","3,01","3,34","3,07","2,81","17,35%","15,20%","2,55","19,15%","26,81%",0,"659.782.000,00","0,13","24,72%"
LOGG3,"14,51","3,45","0,41","7,683","5,97%","0,242","8,6","10,22","-0,85","21,01","20,84","75,19%","230,10%","1,36","2,49%","11,81%","8.828.750,00","3.636.250.000,00","0,51","15,70%"
JALL3,7,"3,56","1,23","1,239","2,54%","0,389","1,05","4,24","-2,19","6,65","3,36","29,25%","34,83%","3,69","13,94%","34,60%","4.872.750,00","1.676.450.000,00","1,71","28,34%"
ENAT3,"11,95","3,56","0,8","1,441","14,30%","0,521","4,32","4,07","-10,43","2,76","1,53","35,44%","40,46%","1,69","19,39%","22,40%","21.779.500,00","3.982.410.000,00","0,13","31,30%"
CEBR6,"9,66","3,56","0,72","1,761","40,33%","0,516","1,17","3,83","1,24",1,"0,94","45,96%","68,68%","6,9","22,21%","20,30%","162.747,00","962.556.000,00",0,"-43,32%"
CEBR3,"9,68","3,57","0,72","1,765","36,59%","0,517","1,17","3,84","1,24","1,01","0,95","45,96%","68,68%","6,9","22,21%","20,30%","74.040,60","962.556.000,00",0,"-43,32%"
CLSC3,"48,91","3,59","0,64","0,183","10,16%","0,157","-9,57","2,81","-0,34","4,5","3,18","6,51%","5,10%","0,95","6,96%","17,91%","39.690,90","2.933.340.000,00","0,87","9,53%"
USIM6,"14,51","3,63","0,75","0,553","4,34%","0,444","1,15","3,19","2,64","3,36","2,9","17,35%","16,49%","4,16","17,35%","20,61%","180,3","24.292.200.000,00","0,25","29,19%"
MTSA4,"34,1","3,64","0,8","0,387","7,78%","0,526","1,09","2,67","1,13","2,24","2,07","14,49%","10,62%","2,46","27,48%","22,09%","159.353,00","372.456.000,00","0,18","31,63%"
GGBR4,"30,17","3,67","1,03","0,587","12,36%","0,633","2,42","2,68","7,05","2,91","2,54","21,87%","16,07%","2,25","30,31%","27,99%","386.662.000,00","49.188.200.000,00","0,26","20,11%"
TKNO4,65,"3,67","0,72","0,586","14,76%","0,512","1,48","4,65","1,67","3,7","3,29","12,61%","15,95%","2,35","14,56%","19,71%","1.184,26","264.665.000,00","0,01","28,88%"
PTPA3,"76,5","3,69","1,14","0,505","0,00%","0,375","2,28","3,63","-1,27","7,06","5,33","13,93%","13,69%","1,79","13,27%","30,85%",0,"1.201.690.000,00","1,59","18,08%"
CEBR5,"10,02","3,7","0,75","1,827","35,35%","0,535","1,21","3,98","1,28","1,14","1,08","45,96%","68,68%","6,9","22,21%","20,30%","61.875,30","962.556.000,00",0,"-43,32%"
MYPK3,"12,44","3,72","0,47","0,115","14,78%","0,126","0,65","1,7","-0,69","5,78","3,99","6,79%","3,66%","1,58","10,04%","12,57%","23.374.700,00","4.089.830.000,00","1,52","15,32%"
HAGA4,"1,13","3,76","-0,21","0,471","0,00%","0,227","0,65","-4,03","-0,19","-0,76","-1,4","-11,68%","12,53%","1,72","-16,44%","-5,70%","35.252,60","-62.754.000,00","-0,43","12,08%"
BALM4,"10,01","3,81","0,72","0,664","2,51%","0,432","0,96","7,19","1,5","5,79","4,51","9,23%","17,32%","2,93","7,62%","18,90%","2.766,70","136.239.000,00","0,14","5,32%"
RANI4,"5,5","3,81","1,24","0,801","0,00%","0,501","4,33","2,42","-1,72","3,58","3,02","33,12%","21,01%","1,6","26,23%","32,67%",0,"1.088.410.000,00","0,96","17,96%"
JHSF3,"4,55","3,83","0,62","1,561","3,57%","0,315","1,44","3,33","-1,78","5,37","5,06","46,84%","40,52%","3,51","10,38%","16,23%","16.141.500,00","4.970.930.000,00","0,55","52,58%"
VALE3,"85,68","3,84","2,28","1,751","9,15%","0,939","81,61","3,59","-2,37","3,92","3,44","48,72%","45,93%","1,07","29,83%","59,45%","2.807.490.000,00","179.538.000.000,00","0,37","21,63%"
CLSC4,"52,28","3,84","0,69","0,196","11,35%","0,168","-10,23","3,01","-0,36","4,69","3,32","6,51%","5,10%","0,95","6,96%","17,91%","247.449,00","2.933.340.000,00","0,87","9,53%"
SUZB3,"51,43","3,84","2,5","1,492","2,59%","0,544",3,"3,66","-1,09","6,7","4,84","40,77%","38,89%","2,81","18,14%","65,24%","394.038.000,00","27.951.700.000,00","2,72","35,51%"
PTPA4,80,"3,86","1,19","0,528","0,00%","0,392","2,38","3,79","-1,33","7,23","5,45","13,93%","13,69%","1,79","13,27%","30,85%",0,"1.201.690.000,00","1,59","18,08%"
CAMB3,"5,74","3,87","1,53","0,6","3,35%","0,636","4,47","2,72","-6,14","3,87","3,51","22,06%","15,56%","1,42","26,14%","39,48%","408.854,00","158.791.000,00","0,7","9,47%"
FESA4,"51,62","3,98","1,5","1,467","8,53%","1,148","3,57","3,4","5,85","3,04","2,7","43,10%","36,92%","3,94","44,37%","37,72%","10.830.500,00","3.040.730.000,00","0,11","24,54%"
NEOE3,"14,51","3,99","0,66","0,408","5,50%","0,191","3,41","1,73","-0,41","5,21","4,28","23,61%","10,40%","1,3","12,71%","16,50%","26.989.600,00","26.775.000.000,00","1,62","15,47%"
REDE4,"2,9","3,99","1,46","0,386","0,00%","0,24","2,84","1,66","-0,51","3,99","3,37","23,31%","13,14%","1,41","16,58%","36,48%",0,"4.202.200.000,00","2,55","12,91%"
AURA33,"29,32",4,"1,24","0,764","2,45%","0,583","3,75","2,87","-3,73","3,51","3,51","26,65%","19,13%","1,72","27,92%","31,00%","6.210.340,00","1.674.650.000,00","0,67","43,56%"
DEXP4,"5,7","4,01","0,96","0,246","7,12%","0,414","0,96","2,67","2,55","3,44","3,05","9,21%","7,35%","2,99","18,73%","24,03%","35.016,60","555.602.000,00","0,57","34,50%"
VINE3,"17,2","4,04","0,65","0,577","0,00%","0,34","1,38","4,52","7,6","7,4","5,54","12,76%","14,42%","1,91","8,62%","16,14%",0,"1.118.520.000,00","0,6","2,21%"
MDNE3,"5,32","4,1","0,39","0,615","0,00%","0,161","0,73","3,83","-0,74","2,8","2,69","16,06%","14,85%","2,5","4,67%","9,39%","1.462.960,00","1.171.410.000,00","0,09","16,99%"
CBAV3,"10,58","4,12","1,16","0,679","3,62%","0,5","2,19",4,"-3,06","4,91","3,71","16,99%","17,79%","2,42","15,70%","28,22%","44.491.200,00","5.423.400.000,00","0,57","0,00%"
DAYC4,"8,9","4,12","0,71",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","17,33%",0,"3.009.030.000,00",0,"8,15%"
GPAR3,45,"4,13",3,"18,512","34,82%","2,731","5,06","69,18","5,24","54,45","53,76","26,76%","448,28%","8,74","9,47%","72,59%","5.600,09","1.169.910.000,00",0,"-3,29%"
VINE5,"17,64","4,14","0,67","0,592","0,00%","0,349","1,41","4,64","7,8","7,52","5,63","12,76%","14,42%","1,91","8,62%","16,14%",0,"1.118.520.000,00","0,6","2,21%"
BALM3,"10,89","4,14","0,78","0,722","2,31%","0,47","1,04","7,82","1,63","6,43",5,"9,23%","17,32%","2,93","7,62%","18,90%","150,02","136.239.000,00","0,14","5,32%"
CYRE4,"8,5","4,15","0,5","0,634","0,00%","0,217","0,69","4,77","-13,86","7,21","6,48","13,30%","15,91%","2,59","5,58%","12,16%",0,"6.732.790.000,00","0,65","16,71%"
UCAS3,"2,38","4,18","0,8","0,624","0,00%","0,521","4,36","7,08","7,23","6,02","4,16","8,80%","14,92%","1,39","8,70%","19,19%","122.099,00","196.055.000,00","0,06","14,75%"
CAMB4,"6,25","4,22","1,66","0,654","0,00%","0,693","4,86","2,96","-6,68","4,11","3,73","22,06%","15,56%","1,42","26,14%","39,48%",0,"158.791.000,00","0,7","9,47%"
EALT3,"8,16","4,25","0,9","0,377","14,00%","0,351","-14,5","3,4","-1,55","5,6","4,32","11,08%","8,88%","0,94","11,37%","21,11%","810,86","204.685.000,00","0,63","17,65%"
PTNT4,"6,2","4,27","0,84","0,342","5,14%","0,341","1,95","5,02","11,85","7,35","5,02","6,82%","9,60%","1,47","8,95%","19,76%","81.392,20","353.213.000,00","0,72","15,40%"
CGRA4,"25,7","4,29","0,61","0,736","13,57%","0,441","1,67","4,02","2,8","3,31","2,83","18,33%","17,19%","2,51","13,29%","14,33%","329.039,00","809.426.000,00",0,"10,68%"
SAPR3,"3,23","4,31","0,58","0,875","6,66%","0,302","5,41","2,38","-0,91","4,17","3,46","36,77%","20,29%","1,6","14,00%","13,47%","2.028.940,00","8.408.830.000,00","0,58","7,71%"
NUTR3,280,"4,32","1,27","0,214","0,00%","0,358","1,01","3,3","137,91","4,48","4,27","6,49%","4,95%","1,96","12,88%","29,44%",0,"29.036.000,00","0,51","37,78%"
UNIP3,"80,07","4,47","2,95","1,059","20,64%","1,289","5,25","2,85","-16,18","2,79","2,57","37,12%","23,86%","2,06","64,93%","66,05%","2.074.560,00","2.818.630.000,00","0,51","25,46%"
TECN3,"2,18","4,48","0,47","0,458","3,91%","0,257","0,52","2,44","1,34","2,95","3,32","18,78%","10,23%","4,28","13,34%","10,58%","881.302,00","342.793.000,00","0,36","2,42%"
SAPR11,"16,85","4,5","0,61","0,912","6,89%","0,315","5,65","2,48","-0,95","4,28","3,55","36,77%","20,29%","1,6","14,00%","13,47%","26.421.400,00","8.408.830.000,00","0,58","7,71%"
ELPL6,"30,2","4,55","3,17","0,307","0,00%","0,195","31,63","2,18","-0,28","4,45","3,45","14,10%","6,75%","1,02","10,24%","69,64%",0,"1.882.170.000,00","4,07","9,40%"
SAPR4,"3,42","4,56","0,61","0,926","6,92%","0,32","5,73","2,52","-0,97","4,31","3,58","36,77%","20,29%","1,6","14,00%","13,47%","11.374.200,00","8.408.830.000,00","0,58","7,71%"
ELPL5,"30,5","4,59","3,2","0,31","0,00%","0,197","31,95","2,2","-0,29","4,47","3,47","14,10%","6,75%","1,02","10,24%","69,64%",0,"1.882.170.000,00","4,07","9,40%"
KLBN11,"20,24","4,64","2,53","1,164","7,29%","0,493","3,17","3,12",-1,"6,06","4,25","37,35%","26,01%","2,35","19,61%","54,44%","153.223.000,00","9.002.800.000,00","3,08","19,55%"
KLBN3,"4,05","4,64","2,53","1,165","7,29%","0,493","3,17","3,12","-1,01","6,06","4,25","37,35%","26,01%","2,35","19,61%","54,44%","1.919.680,00","9.002.800.000,00","3,08","19,55%"
RAPT3,"7,55","4,64","0,9","0,229","9,60%","0,208","0,64","1,82","-5,97","3,84","3,26","12,56%","6,62%","2,04","16,00%","19,32%","88.098,90","2.771.960.000,00","1,84","28,95%"
KLBN4,"4,07","4,66","2,54","1,171","7,26%","0,496","3,18","3,13","-1,01","6,07","4,26","37,35%","26,01%","2,35","19,61%","54,44%","8.609.470,00","9.002.800.000,00","3,08","19,55%"
SOND5,"31,21","4,68","1,32","0,635","21,26%","0,845","2,69","3,11","4,02","1,9","1,76","20,42%","13,58%","2,21","41,40%","28,31%","519,63","57.907.000,00",0,"22,59%"
TBLE6,"10,65","4,7","1,08","0,751","0,00%","0,219","4,5","1,52","-0,39","4,12","3,46","49,46%","16,00%","1,26","16,19%","23,00%",0,"8.044.930.000,00","2,32","10,27%"
FESA3,61,"4,7","1,77","1,734","6,56%","1,356","4,22","4,02","6,91","3,66","3,25","43,10%","36,92%","3,94","44,37%","37,72%","4.398,91","3.040.730.000,00","0,11","24,54%"
VCPA4,"26,01","4,72","1,02","0,789","0,00%","0,353","3,76","2,01",-1,"4,05","2,99","39,18%","16,75%","1,46","22,95%","21,57%",0,"14.149.000.000,00","1,46","22,71%"
CGRA3,"28,49","4,75","0,68","0,816","12,24%","0,489","1,85","4,45","3,11","3,74","3,2","18,33%","17,19%","2,51","13,29%","14,33%","57.576,10","809.426.000,00",0,"10,68%"
PFRM3,"3,39","4,81","0,35","0,056","0,00%","0,1","0,48","1,27","2,61",3,"2,12","4,45%","1,31%","1,45","11,94%","7,24%","890.591,00","1.205.210.000,00","0,57","16,05%"
KEPL3,"19,04","4,83","2,71","0,989","10,54%","1,302","4,82","3,7","6,54","3,37","3,17","26,74%","20,45%","1,6","50,76%","56,06%","23.758.000,00","631.379.000,00","0,23","32,82%"
SOND6,"32,35","4,85","1,37","0,659","20,51%","0,876","2,79","3,23","4,16","2,01","1,87","20,42%","13,58%","2,21","41,40%","28,31%","75,23","57.907.000,00",0,"22,59%"
DEXP3,"6,89","4,85","1,17","0,297","5,59%","0,5","1,16","3,23","3,08",4,"3,55","9,21%","7,35%","2,99","18,73%","24,03%","1.554.300,00","555.602.000,00","0,57","34,50%"
CCRO3,"10,13","4,85","1,66","1,109","3,75%","0,407","5,01","2,18","-0,83","4,35","3,51","50,89%","22,82%","1,47","22,89%","34,19%","148.472.000,00","12.334.300.000,00","2,36","13,71%"
HBOR3,"1,96","4,87","0,19","0,309","9,22%","0,051","0,13","5,17","-9,9","30,99","21,45","5,99%","10,33%","2,95","1,07%","3,95%","1.733.760,00","1.361.990.000,00","1,19","16,21%"
AFLT3,"9,28","4,89","2,16","3,801","2,55%","1,861","10,44","4,74","16,15","4,49","4,49","80,13%","77,75%","3,4","44,12%","44,10%","5.177,12","271.493.000,00",0,"41,35%"
UNIP6,"87,96","4,91","3,24","1,163","20,67%","1,416","5,76","3,13","-17,78","3,07","2,83","37,12%","23,86%","2,06","64,93%","66,05%","21.487.500,00","2.818.630.000,00","0,51","25,46%"
DXCO3,"7,45","5,03","0,96","0,647","0,00%","0,366","3,49","3,74","-1,41","6,17","4,04","17,30%","12,88%","1,41","12,37%","19,09%","40.814.200,00","5.906.810.000,00","0,95","18,49%"
BRGE7,"5,4","5,06","0,31","99,771","8,17%","0,119","0,35","-0,58","0,84","1,44","1,46","-17313,40%","2917,14%","2,33","-35,55%","6,09%",0,"1.290.420.000,00",0,"-40,27%"
RAPT4,"8,24","5,07","0,98","0,25","8,80%","0,227","0,69","1,99","-6,52","4,01","3,4","12,56%","6,62%","2,04","16,00%","19,32%","18.726.100,00","2.771.960.000,00","1,84","28,95%"
UNIP5,"91,96","5,13","3,39","1,216","19,77%","1,48","6,03","3,28","-18,59","3,21","2,96","37,12%","23,86%","2,06","64,93%","66,05%","44.071,90","2.818.630.000,00","0,51","25,46%"
POSI3,"7,55","5,16","0,81","0,223","4,51%","0,251","0,69","3,29","1,55","6,39","5,62","6,78%","4,40%","1,74","11,13%","15,63%","21.686.400,00","1.326.580.000,00","1,09","25,17%"
ENBR3,"19,86","5,18","0,98","0,642","11,05%","0,31","3,47","2,76","-0,83","5,3","4,42","23,26%","13,46%","1,48","13,23%","18,91%","73.078.700,00","11.781.000.000,00","1,25","7,89%"
ATOM3,"2,27","5,22","2,02","1,543","2,67%","1,465","1,57","4,45","2,07","2,57","2,52","34,69%","29,56%","20,63","87,22%","38,68%","30.349,10","26.777.000,00",0,"74,19%"
COCE6,35,"5,25","0,73","0,307","0,00%","0,219","-3,49","1,85","-0,5","4,67","3,75","16,61%","5,84%","0,81","13,75%","13,98%",0,"3.710.520.000,00","1,2","15,91%"
TBLE5,12,"5,29","1,22","0,846","0,00%","0,247","5,07","1,71","-0,44","4,31","3,62","49,46%","16,00%","1,26","16,19%","23,00%",0,"8.044.930.000,00","2,32","10,27%"
PTBL3,"7,47","5,3","2,31","0,476","4,46%","0,465","9,04","2,77","-1,36","4,3","3,52","17,17%","8,99%","1,13","22,50%","43,61%","16.018.600,00","456.086.000,00","1,57","22,34%"
BRSR6,"9,22","5,3","0,42",0,"9,29%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","7,90%","21.065.800,00","9.004.730.000,00",0,"2,67%"
ABCB4,"18,21","5,4","0,81",0,"7,02%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","15,05%","17.613.600,00","5.070.730.000,00",0,"30,47%"
ITSA4,"8,05","5,4","1,1","8,918","6,94%","0,814","24,54","60,26","-7,61","65,96","40,65","14,80%","173,30%","1,4","1,47%","20,43%","291.162.000,00","70.827.000.000,00","0,2","15,37%"
BEES3,"5,75","5,42","0,9",0,"8,72%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","16,67%","140.503,00","2.009.400.000,00",0,"7,76%"
MLAS3,"3,01","5,51","0,58","0,604","4,09%","0,358","0,64","-23,35","0,86","-27,54","-60,51","-2,59%","10,97%","3,34","-1,92%","10,53%","8.824.300,00","4.258.810.000,00","0,22","0,00%"
